82. Round,,1,X,2,
Arizona Coyotes - Vancouver Canucks,3:1,2.6,4.2,2.4,09.04.2007
35. Round,,1,X,2,
Colorado Avalanche - Calgary Flames,6:3,2.25,4.33,3.39,09.04.2007
82. Round,,1,X,2,
Boston Bruins - Ottawa Senators,3:6,4.2,4.75,1.75,08.04.2007
Calgary Flames - Edmonton Oilers,2:3,1.5,5,6.4,08.04.2007
Carolina Hurricanes - Florida Panthers,5:4 ET,2.1,4.33,3.15,08.04.2007
Colorado Avalanche - Nashville Predators,2:4,2.25,4.33,2.75,08.04.2007
Columbus Blue Jackets - Anaheim Ducks,3:4,3.5,4.2,1.95,08.04.2007
Dallas Stars - Chicago Blackhawks,3:2,1.67,4.75,5,08.04.2007
Minnesota Wild - St.Louis Blues,5:1,1.6,4.5,5.75,08.04.2007
New Jersey Devils - New York Islanders,2:3 pen.,2.75,4.2,2.25,08.04.2007
Philadelphia Flyers - Buffalo Sabres,4:3,3.6,4.33,1.85,08.04.2007
Pittsburgh Penguins - New York Rangers,2:1,2.04,4.5,3.1,08.04.2007
Toronto Maple Leafs - Montreal Canadiens,6:5,2.2,4.33,2.75,08.04.2007
Winnipeg Jets - Tampa Bay Lightning,3:2 pen.,2.54,4.2,2.75,08.04.2007
Detroit Red Wings - Chicago Blackhawks,7:2,1.5,4.84,6.3,07.04.2007
Los Angeles Kings - Arizona Coyotes,3:2,2.1,4.33,3.15,07.04.2007
San Jose Sharks - Vancouver Canucks,3:4 ET,2.1,4.2,3.15,07.04.2007
Washington Capitals - Buffalo Sabres,0:2,3.89,4.75,1.8,07.04.2007
81. Round,,1,X,2,
Carolina Hurricanes - Winnipeg Jets,1:4,2.63,4.2,2.35,07.04.2007
Dallas Stars - Anaheim Ducks,2:1 pen.,2.4,4.2,2.7,07.04.2007
Philadelphia Flyers - New York Islanders,2:4,3.5,4.25,1.9,07.04.2007
Tampa Bay Lightning - Florida Panthers,2:7,1.85,4.5,4.2,07.04.2007
Columbus Blue Jackets - Dallas Stars,2:1 ET,3.25,4.33,1.95,06.04.2007
Minnesota Wild - Edmonton Oilers,3:0,1.5,4.75,6,06.04.2007
Nashville Predators - St.Louis Blues,4:1,1.6,4.75,5.09,06.04.2007
New York Rangers - Montreal Canadiens,3:1,2.04,4.2,3.1,06.04.2007
Ottawa Senators - Pittsburgh Penguins,2:3,1.9,4.5,3.5,06.04.2007
San Jose Sharks - Calgary Flames,4:3,2.1,4.2,3.1,06.04.2007
80. Round,,1,X,2,
Arizona Coyotes - Los Angeles Kings,3:2,2.25,4.33,2.7,06.04.2007
Buffalo Sabres - Boston Bruins,4:2,1.5,5.5,5.5,06.04.2007
Chicago Blackhawks - Detroit Red Wings,3:2 pen.,4.2,4.5,1.75,06.04.2007
New York Islanders - Toronto Maple Leafs,5:2,2.75,4.2,2.29,06.04.2007
Philadelphia Flyers - New Jersey Devils,2:3,4.2,4.5,1.8,06.04.2007
Vancouver Canucks - Colorado Avalanche,1:3,2.1,4.33,3.1,06.04.2007
Anaheim Ducks - San Jose Sharks,2:3 pen.,2.25,4.33,2.8,05.04.2007
Winnipeg Jets - Washington Capitals,2:3,1.55,5,5.25,05.04.2007
Calgary Flames - Colorado Avalanche,3:4,2,4.5,3.4,04.04.2007
Detroit Red Wings - Columbus Blue Jackets,3:0,1.5,5,6.2,04.04.2007
Minnesota Wild - Edmonton Oilers,3:0,1.55,4.75,5.5,04.04.2007
Montreal Canadiens - Boston Bruins,2:0,1.67,4.5,4.5,04.04.2007
Nashville Predators - Chicago Blackhawks,2:3 pen.,1.5,5,5.7,04.04.2007
New Jersey Devils - Ottawa Senators,2:1 pen.,2.35,4.2,2.7,04.04.2007
Pittsburgh Penguins - Buffalo Sabres,1:4,2.45,4.5,2.54,04.04.2007
Tampa Bay Lightning - Carolina Hurricanes,3:2,2.25,4.33,2.88,04.04.2007
Toronto Maple Leafs - Philadelphia Flyers,3:2 ET,1.57,4.7,5.85,04.04.2007
Washington Capitals - Florida Panthers,1:0,2.54,4.33,2.45,04.04.2007
79. Round,,1,X,2,
Arizona Coyotes - St.Louis Blues,2:5,2.15,4.2,2.85,04.04.2007
New York Islanders - New York Rangers,3:2 pen.,2.95,4.33,2.2,04.04.2007
Vancouver Canucks - Los Angeles Kings,4:2,1.6,4.75,5.2,04.04.2007
Dallas Stars - St.Louis Blues,2:4,1.55,4.75,4.84,03.04.2007
Florida Panthers - Carolina Hurricanes,3:4 ET,2.25,4.33,2.65,02.04.2007
New York Rangers - Toronto Maple Leafs,7:2,2.04,4.2,3,02.04.2007
San Jose Sharks - Los Angeles Kings,6:2,1.55,5,5.59,02.04.2007
Columbus Blue Jackets - Detroit Red Wings,1:4,3.5,4.33,1.95,01.04.2007
Montreal Canadiens - Buffalo Sabres,4:3,2.6,4.33,2.38,01.04.2007
Nashville Predators - Dallas Stars,2:4,2.04,4.33,3.25,01.04.2007
New Jersey Devils - Boston Bruins,3:1,1.6,4.75,4.79,01.04.2007
Tampa Bay Lightning - Washington Capitals,5:2,1.65,5,4.8,01.04.2007
78. Round,,1,X,2,
Chicago Blackhawks - Edmonton Oilers,2:1,2.1,4.2,3,01.04.2007
New York Islanders - Ottawa Senators,2:5,3.5,4.59,2,01.04.2007
Philadelphia Flyers - New York Rangers,4:6,4.2,4.5,1.8,01.04.2007
St.Louis Blues - Anaheim Ducks,2:3 ET,3.6,4.4,1.95,01.04.2007
Toronto Maple Leafs - Pittsburgh Penguins,5:4 ET,2.29,4.2,2.7,01.04.2007
Vancouver Canucks - Calgary Flames,2:3,2.25,4.2,2.8,01.04.2007
79. Round,,1,X,2,
Colorado Avalanche - Minnesota Wild,2:1,2.29,4.2,2.75,31.03.2007
78. Round,,1,X,2,
Boston Bruins - Winnipeg Jets,2:3,3.1,4.2,2.04,31.03.2007
Carolina Hurricanes - Tampa Bay Lightning,2:4,2.15,4.33,3,31.03.2007
Detroit Red Wings - Dallas Stars,3:4 pen.,2.14,4.33,3.1,31.03.2007
Florida Panthers - Washington Capitals,3:2 ET,1.8,4.75,4.09,31.03.2007
New Jersey Devils - Philadelphia Flyers,3:1,1.65,4.75,4.8,31.03.2007
Ottawa Senators - Montreal Canadiens,5:2,1.8,4.5,3.95,31.03.2007
San Jose Sharks - Arizona Coyotes,4:2,1.5,5.25,5.85,31.03.2007
77. Round,,1,X,2,
Buffalo Sabres - New York Islanders,6:4,1.8,4.4,4.33,31.03.2007
Chicago Blackhawks - Columbus Blue Jackets,3:1,2.2,4.2,2.8,31.03.2007
78. Round,,1,X,2,
Los Angeles Kings - Vancouver Canucks,2:4,3.6,4.33,1.95,30.03.2007
Minnesota Wild - Calgary Flames,2:4,2.04,4.33,3.1,30.03.2007
Nashville Predators - Detroit Red Wings,1:2,2.2,4.2,2.85,30.03.2007
Winnipeg Jets - Toronto Maple Leafs,3:2 ET,2.35,4.2,2.7,30.03.2007
77. Round,,1,X,2,
Arizona Coyotes - Colorado Avalanche,3:4,3.5,4.5,1.9,30.03.2007
Boston Bruins - Pittsburgh Penguins,2:4,3.1,4.5,2.04,30.03.2007
Columbus Blue Jackets - Anaheim Ducks,2:5,3.2,4.2,2.04,30.03.2007
St.Louis Blues - Edmonton Oilers,5:2,2,4.33,3.3,30.03.2007
Florida Panthers - Winnipeg Jets,3:2 pen.,2.7,4.33,2.29,29.03.2007
76. Round,,1,X,2,
Buffalo Sabres - New Jersey Devils,4:3,2,4.5,3.2,29.03.2007
Chicago Blackhawks - Anaheim Ducks,1:3,3.95,4.25,1.75,29.03.2007
Philadelphia Flyers - Carolina Hurricanes,5:1,3.3,4.25,1.95,29.03.2007
77. Round,,1,X,2,
Colorado Avalanche - Vancouver Canucks,0:3,2.25,4.2,2.7,28.03.2007
Minnesota Wild - Calgary Flames,0:1 pen.,2.1,4.2,3.2,28.03.2007
Montreal Canadiens - New York Rangers,6:4,2.5,4.2,2.5,28.03.2007
Nashville Predators - Edmonton Oilers,4:3,1.45,5,6.25,28.03.2007
