Assat - Karpat,3:5,3.1,4.5,1.91,09.03.2005
IFK Helsinki - Lukko,2:4,1.67,4.5,3.8,09.03.2005
Pelicans - Jyvaskyla,1:3,3.1,4.5,1.83,09.03.2005
SaiPa - Jokerit,2:3,3.3,4.5,1.75,09.03.2005
Tappara - Espoo,3:3 ET,,,,09.03.2005
TPS Turku - Ilves,2:1 ET,1.75,4.5,3.4,09.03.2005
Espoo - SaiPa,4:3,1.75,4.25,3.55,08.03.2005
Ilves - IFK Helsinki,2:4,2.95,4.33,2.2,08.03.2005
Jokerit - Hameenlinna,1:3,1.8,4.5,3.55,08.03.2005
Jyvaskyla - Tappara,2:3 ET,2,4.5,3.15,08.03.2005
Karpat - TPS Turku,7:0,1.66,4.5,4.5,08.03.2005
Lukko - Pelicans,3:0,1.18,7.5,9.99,08.03.2005
Hameenlinna - Karpat,1:3,2.4,4.33,2.5,06.03.2005
Assat - Lukko,2:4,2.85,4.33,2.1,05.03.2005
Espoo - TPS Turku,3:4,,,,05.03.2005
SaiPa - Jyvaskyla,4:3 ET,2.6,4.59,2.1,05.03.2005
Tappara - Ilves,3:2 ET,2.57,4.59,2.2,05.03.2005
Jokerit - IFK Helsinki,1:2,2.2,4.4,2.7,04.03.2005
IFK Helsinki - Tappara,6:0,1.6,4.59,4.8,03.03.2005
Ilves - SaiPa,5:4,1.4,5.25,8,03.03.2005
Karpat - Espoo,3:1,,,,03.03.2005
Lukko - Jokerit,4:1,2.4,4.33,2.4,03.03.2005
Pelicans - Assat,3:2,4.5,4.9,1.6,03.03.2005
TPS Turku - Hameenlinna,3:4 ET,2.1,4.33,2.85,03.03.2005
Espoo - Assat,2:1 ET,1.95,4.25,2.95,01.03.2005
Jokerit - Ilves,3:0,1.52,4.8,5.25,01.03.2005
Jyvaskyla - TPS Turku,4:2,2.45,4.25,2.4,01.03.2005
Karpat - Lukko,2:3 ET,1.6,4.75,5.25,01.03.2005
Pelicans - IFK Helsinki,0:5,9.99,6.25,1.25,01.03.2005
